order_id,order_date,shipped_date,freight,customer_id,customer_name,customer_city,customer_country,employee_id,employee_name,employee_title,product_id,unit_price,quantity,discount,sales_amount,product_name,category_id,supplier_id,category_name,supplier_name,supplier_country
10252,"1994-08-09 00:00:00","1994-08-11 00:00:00",51.3,SUPRD,"SuprÃªmes dÃ©lices",Charleroi,Belgium,4,"Margaret Peacock","Sales Representative",20,64.8,40,0,2592,"Sir Rodney's Marmalade",3,8,Confections,"Specialty Biscuits, Ltd.",UK
10252,"1994-08-09 00:00:00","1994-08-11 00:00:00",51.3,SUPRD,"SuprÃªmes dÃ©lices",Charleroi,Belgium,4,"Margaret Peacock","Sales Representative",33,2,25,0,50,Geitost,4,15,"Dairy Products","Norske Meierier",Norway
10252,"1994-08-09 00:00:00","1994-08-11 00:00:00",51.3,SUPRD,"SuprÃªmes dÃ©lices",Charleroi,Belgium,4,"Margaret Peacock","Sales Representative",60,27.2,40,0,1088,"Camembert Pierrot",4,28,"Dairy Products","Gai pÃ¢turage",France
10255,"1994-08-12 00:00:00","1994-08-15 00:00:00",148.33,RICSU,"Richter Supermarkt",GenÃ¨ve,Switzerland,9,"Anne Dodsworth","Sales Representative",2,15.2,20,0,304,Chang,1,1,Beverages,"Exotic Liquids",UK
10255,"1994-08-12 00:00:00","1994-08-15 00:00:00",148.33,RICSU,"Richter Supermarkt",GenÃ¨ve,Switzerland,9,"Anne Dodsworth","Sales Representative",16,13.9,35,0,486.5,Pavlova,3,7,Confections,"Pavlova, Ltd.",Australia
10255,"1994-08-12 00:00:00","1994-08-15 00:00:00",148.33,RICSU,"Richter Supermarkt",GenÃ¨ve,Switzerland,9,"Anne Dodsworth","Sales Representative",36,15.2,25,0,380,"Inlagd Sill",8,17,Seafood,"Svensk SjÃ¶fÃ¶da AB",Sweden
10255,"1994-08-12 00:00:00","1994-08-15 00:00:00",148.33,RICSU,"Richter Supermarkt",GenÃ¨ve,Switzerland,9,"Anne Dodsworth","Sales Representative",59,44,30,0,1320,"Raclette Courdavault",4,28,"Dairy Products","Gai pÃ¢turage",France
10256,"1994-08-15 00:00:00","1994-08-17 00:00:00",13.97,WELLI,"Wellington Importadora",Resende,Brazil,3,"Janet Leverling","Sales Representative",53,26.2,15,0,393,"Perth Pasties",6,24,Meat/Poultry,"G'day, Mate",Australia
10256,"1994-08-15 00:00:00","1994-08-17 00:00:00",13.97,WELLI,"Wellington Importadora",Resende,Brazil,3,"Janet Leverling","Sales Representative",77,10.4,12,0,124.80000000000001,"Original Frankfurter grÃ¼ne SoÃŸe",2,12,Condiments,"Plutzer LebensmittelgroÃŸmÃ¤rkte AG",Germany
10266,"1994-08-26 00:00:00","1994-08-31 00:00:00",25.73,WARTH,"Wartian Herkku",Oulu,Finland,3,"Janet Leverling","Sales Representative",12,30.4,12,0,364.79999999999995,"Queso Manchego La Pastora",4,5,"Dairy Products","Cooperativa de Quesos 'Las Cabras'",Spain
10267,"1994-08-29 00:00:00","1994-09-06 00:00:00",208.58,FRANK,Frankenversand,MÃ¼nchen,Germany,4,"Margaret Peacock","Sales Representative",59,44,70,0,3080,"Raclette Courdavault",4,28,"Dairy Products","Gai pÃ¢turage",France
10267,"1994-08-29 00:00:00","1994-09-06 00:00:00",208.58,FRANK,Frankenversand,MÃ¼nchen,Germany,4,"Margaret Peacock","Sales Representative",76,14.4,15,0,216,LakkalikÃ¶Ã¶ri,1,23,Beverages,"Karkki Oy",Finland
10268,"1994-08-30 00:00:00","1994-09-02 00:00:00",66.29,GROSR,GROSELLA-Restaurante,Caracas,Venezuela,8,"Laura Callahan","Inside Sales Coordinator",29,99,10,0,990,"ThÃ¼ringer Rostbratwurst",6,12,Meat/Poultry,"Plutzer LebensmittelgroÃŸmÃ¤rkte AG",Germany
10268,"1994-08-30 00:00:00","1994-09-02 00:00:00",66.29,GROSR,GROSELLA-Restaurante,Caracas,Venezuela,8,"Laura Callahan","Inside Sales Coordinator",72,27.8,4,0,111.2,"Mozzarella di Giovanni",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10278,"1994-09-12 00:00:00","1994-09-16 00:00:00",92.69,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,8,"Laura Callahan","Inside Sales Coordinator",44,15.5,16,0,248,"Gula Malacca",2,20,Condiments,"Leka Trading",Singapore
10278,"1994-09-12 00:00:00","1994-09-16 00:00:00",92.69,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,8,"Laura Callahan","Inside Sales Coordinator",59,44,15,0,660,"Raclette Courdavault",4,28,"Dairy Products","Gai pÃ¢turage",France
10278,"1994-09-12 00:00:00","1994-09-16 00:00:00",92.69,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,8,"Laura Callahan","Inside Sales Coordinator",63,35.1,8,0,280.8,Vegie-spread,2,7,Condiments,"Pavlova, Ltd.",Australia
10278,"1994-09-12 00:00:00","1994-09-16 00:00:00",92.69,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,8,"Laura Callahan","Inside Sales Coordinator",73,12,25,0,300,"RÃ¶d Kaviar",8,17,Seafood,"Svensk SjÃ¶fÃ¶da AB",Sweden
10279,"1994-09-13 00:00:00","1994-09-16 00:00:00",25.83,LEHMS,"Lehmanns Marktstand","Frankfurt a.M. ",Germany,8,"Laura Callahan","Inside Sales Coordinator",17,31.2,15,0,468,"Alice Mutton",6,7,Meat/Poultry,"Pavlova, Ltd.",Australia
10280,"1994-09-14 00:00:00","1994-10-13 00:00:00",8.98,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,2,"Andrew Fuller","Vice President Sales",24,3.6,12,0,43.2,"GuaranÃ¡ FantÃ¡stica",1,10,Beverages,"Refrescos Americanas LTDA",Brazil
10280,"1994-09-14 00:00:00","1994-10-13 00:00:00",8.98,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,2,"Andrew Fuller","Vice President Sales",55,19.2,20,0,384,"PÃ¢tÃ© chinois",6,25,Meat/Poultry,"Ma Maison",Canada
10280,"1994-09-14 00:00:00","1994-10-13 00:00:00",8.98,BERGS,"Berglunds snabbkÃ¶p",LuleÃ¥,Sweden,2,"Andrew Fuller","Vice President Sales",75,6.2,30,0,186,"RhÃ¶nbrÃ¤u Klosterbier",1,12,Beverages,"Plutzer LebensmittelgroÃŸmÃ¤rkte AG",Germany
10283,"1994-09-16 00:00:00","1994-09-23 00:00:00",84.81,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,3,"Janet Leverling","Sales Representative",60,27.2,35,0,952,"Camembert Pierrot",4,28,"Dairy Products","Gai pÃ¢turage",France
10284,"1994-09-19 00:00:00","1994-09-27 00:00:00",76.56,LEHMS,"Lehmanns Marktstand","Frankfurt a.M. ",Germany,4,"Margaret Peacock","Sales Representative",27,35.1,15,0,526.5,"Schoggi Schokolade",3,11,Confections,"Heli SÃ¼ÃŸwaren GmbH & Co. KG",Germany
10284,"1994-09-19 00:00:00","1994-09-27 00:00:00",76.56,LEHMS,"Lehmanns Marktstand","Frankfurt a.M. ",Germany,4,"Margaret Peacock","Sales Representative",44,15.5,21,0,325.5,"Gula Malacca",2,20,Condiments,"Leka Trading",Singapore
10284,"1994-09-19 00:00:00","1994-09-27 00:00:00",76.56,LEHMS,"Lehmanns Marktstand","Frankfurt a.M. ",Germany,4,"Margaret Peacock","Sales Representative",60,27.2,20,0,544,"Camembert Pierrot",4,28,"Dairy Products","Gai pÃ¢turage",France
10284,"1994-09-19 00:00:00","1994-09-27 00:00:00",76.56,LEHMS,"Lehmanns Marktstand","Frankfurt a.M. ",Germany,4,"Margaret Peacock","Sales Representative",67,11.2,5,0,56,"Laughing Lumberjack Lager",1,16,Beverages,"Bigfoot Breweries",USA
10270,"1994-09-01 00:00:00","1994-09-02 00:00:00",136.54,WARTH,"Wartian Herkku",Oulu,Finland,1,"Nancy Davolio","Sales Representative",36,15.2,30,0,456,"Inlagd Sill",8,17,Seafood,"Svensk SjÃ¶fÃ¶da AB",Sweden
10270,"1994-09-01 00:00:00","1994-09-02 00:00:00",136.54,WARTH,"Wartian Herkku",Oulu,Finland,1,"Nancy Davolio","Sales Representative",43,36.8,25,0,919.9999999999999,"Ipoh Coffee",1,20,Beverages,"Leka Trading",Singapore
10271,"1994-09-01 00:00:00","1994-09-30 00:00:00",4.54,SPLIR,"Split Rail Beer & Ale",Lander,USA,6,"Michael Suyama","Sales Representative",33,2,24,0,48,Geitost,4,15,"Dairy Products","Norske Meierier",Norway
10272,"1994-09-02 00:00:00","1994-09-06 00:00:00",98.03,RATTC,"Rattlesnake Canyon Grocery",Albuquerque,USA,6,"Michael Suyama","Sales Representative",20,64.8,6,0,388.79999999999995,"Sir Rodney's Marmalade",3,8,Confections,"Specialty Biscuits, Ltd.",UK
10272,"1994-09-02 00:00:00","1994-09-06 00:00:00",98.03,RATTC,"Rattlesnake Canyon Grocery",Albuquerque,USA,6,"Michael Suyama","Sales Representative",31,10,40,0,400,"Gorgonzola Telino",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10272,"1994-09-02 00:00:00","1994-09-06 00:00:00",98.03,RATTC,"Rattlesnake Canyon Grocery",Albuquerque,USA,6,"Michael Suyama","Sales Representative",72,27.8,24,0,667.2,"Mozzarella di Giovanni",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10273,"1994-09-05 00:00:00","1994-09-12 00:00:00",76.07,QUICK,QUICK-Stop,Cunewalde,Germany,3,"Janet Leverling","Sales Representative",10,24.8,24,0,595.2,Ikura,8,4,Seafood,"Tokyo Traders",Japan
10273,"1994-09-05 00:00:00","1994-09-12 00:00:00",76.07,QUICK,QUICK-Stop,Cunewalde,Germany,3,"Janet Leverling","Sales Representative",31,10,15,0,150,"Gorgonzola Telino",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10273,"1994-09-05 00:00:00","1994-09-12 00:00:00",76.07,QUICK,QUICK-Stop,Cunewalde,Germany,3,"Janet Leverling","Sales Representative",33,2,20,0,40,Geitost,4,15,"Dairy Products","Norske Meierier",Norway
10273,"1994-09-05 00:00:00","1994-09-12 00:00:00",76.07,QUICK,QUICK-Stop,Cunewalde,Germany,3,"Janet Leverling","Sales Representative",40,14.7,60,0,882,"Boston Crab Meat",8,19,Seafood,"New England Seafood Cannery",USA
10273,"1994-09-05 00:00:00","1994-09-12 00:00:00",76.07,QUICK,QUICK-Stop,Cunewalde,Germany,3,"Janet Leverling","Sales Representative",76,14.4,33,0,475.2,LakkalikÃ¶Ã¶ri,1,23,Beverages,"Karkki Oy",Finland
10274,"1994-09-06 00:00:00","1994-09-16 00:00:00",6.01,VINET,"Vins et alcools Chevalier",Reims,France,6,"Michael Suyama","Sales Representative",71,17.2,20,0,344,FlÃ¸temysost,4,15,"Dairy Products","Norske Meierier",Norway
10274,"1994-09-06 00:00:00","1994-09-16 00:00:00",6.01,VINET,"Vins et alcools Chevalier",Reims,France,6,"Michael Suyama","Sales Representative",72,27.8,7,0,194.6,"Mozzarella di Giovanni",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10275,"1994-09-07 00:00:00","1994-09-09 00:00:00",26.93,MAGAA,"Magazzini Alimentari Riuniti",Bergamo,Italy,1,"Nancy Davolio","Sales Representative",24,3.6,12,0,43.2,"GuaranÃ¡ FantÃ¡stica",1,10,Beverages,"Refrescos Americanas LTDA",Brazil
10275,"1994-09-07 00:00:00","1994-09-09 00:00:00",26.93,MAGAA,"Magazzini Alimentari Riuniti",Bergamo,Italy,1,"Nancy Davolio","Sales Representative",59,44,6,0,264,"Raclette Courdavault",4,28,"Dairy Products","Gai pÃ¢turage",France
10276,"1994-09-08 00:00:00","1994-09-14 00:00:00",13.84,TORTU,"Tortuga Restaurante","MÃ©xico D.F.",Mexico,8,"Laura Callahan","Inside Sales Coordinator",10,24.8,15,0,372,Ikura,8,4,Seafood,"Tokyo Traders",Japan
10276,"1994-09-08 00:00:00","1994-09-14 00:00:00",13.84,TORTU,"Tortuga Restaurante","MÃ©xico D.F.",Mexico,8,"Laura Callahan","Inside Sales Coordinator",13,4.8,10,0,48,Konbu,8,6,Seafood,Mayumi's,Japan
10277,"1994-09-09 00:00:00","1994-09-13 00:00:00",125.77,MORGK,"Morgenstern Gesundkost",Leipzig,Germany,2,"Andrew Fuller","Vice President Sales",28,36.4,20,0,728,"RÃ¶ssle Sauerkraut",7,12,Produce,"Plutzer LebensmittelgroÃŸmÃ¤rkte AG",Germany
10277,"1994-09-09 00:00:00","1994-09-13 00:00:00",125.77,MORGK,"Morgenstern Gesundkost",Leipzig,Germany,2,"Andrew Fuller","Vice President Sales",62,39.4,12,0,472.79999999999995,"Tarte au sucre",3,29,Confections,"ForÃªts d'Ã©rables",Canada
10281,"1994-09-14 00:00:00","1994-09-21 00:00:00",2.94,ROMEY,"Romero y tomillo",Madrid,Spain,4,"Margaret Peacock","Sales Representative",19,7.3,1,0,7.3,"Teatime Chocolate Biscuits",3,8,Confections,"Specialty Biscuits, Ltd.",UK
10281,"1994-09-14 00:00:00","1994-09-21 00:00:00",2.94,ROMEY,"Romero y tomillo",Madrid,Spain,4,"Margaret Peacock","Sales Representative",24,3.6,6,0,21.6,"GuaranÃ¡ FantÃ¡stica",1,10,Beverages,"Refrescos Americanas LTDA",Brazil
10281,"1994-09-14 00:00:00","1994-09-21 00:00:00",2.94,ROMEY,"Romero y tomillo",Madrid,Spain,4,"Margaret Peacock","Sales Representative",35,14.4,4,0,57.6,"Steeleye Stout",1,16,Beverages,"Bigfoot Breweries",USA
10282,"1994-09-15 00:00:00","1994-09-21 00:00:00",12.69,ROMEY,"Romero y tomillo",Madrid,Spain,4,"Margaret Peacock","Sales Representative",30,20.7,6,0,124.19999999999999,"Nord-Ost Matjeshering",8,13,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",Germany
10282,"1994-09-15 00:00:00","1994-09-21 00:00:00",12.69,ROMEY,"Romero y tomillo",Madrid,Spain,4,"Margaret Peacock","Sales Representative",57,15.6,2,0,31.2,"Ravioli Angelo",5,26,Grains/Cereals,"Pasta Buttini s.r.l.",Italy
10283,"1994-09-16 00:00:00","1994-09-23 00:00:00",84.81,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,3,"Janet Leverling","Sales Representative",15,12.4,20,0,248,"Genen Shouyu",2,6,Condiments,Mayumi's,Japan
10283,"1994-09-16 00:00:00","1994-09-23 00:00:00",84.81,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,3,"Janet Leverling","Sales Representative",19,7.3,18,0,131.4,"Teatime Chocolate Biscuits",3,8,Confections,"Specialty Biscuits, Ltd.",UK
10283,"1994-09-16 00:00:00","1994-09-23 00:00:00",84.81,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,3,"Janet Leverling","Sales Representative",72,27.8,3,0,83.4,"Mozzarella di Giovanni",4,14,"Dairy Products","Formaggi Fortini s.r.l.",Italy
10285,"1994-09-20 00:00:00","1994-09-26 00:00:00",76.83,QUICK,QUICK-Stop,Cunewalde,Germany,1,"Nancy Davolio","Sales Representative",1,14.4,45,0,648,Chai,1,1,Beverages,"Exotic Liquids",UK
10285,"1994-09-20 00:00:00","1994-09-26 00:00:00",76.83,QUICK,QUICK-Stop,Cunewalde,Germany,1,"Nancy Davolio","Sales Representative",40,14.7,40,0,588,"Boston Crab Meat",8,19,Seafood,"New England Seafood Cannery",USA
10285,"1994-09-20 00:00:00","1994-09-26 00:00:00",76.83,QUICK,QUICK-Stop,Cunewalde,Germany,1,"Nancy Davolio","Sales Representative",53,26.2,36,0,943.1999999999999,"Perth Pasties",6,24,Meat/Poultry,"G'day, Mate",Australia
